,index,year_round,lat_round2,lon_round2,depth,D14C,associated_lat,associated_lon,ECCO_value
805,1843,1971,20.67,180.0,0.0,130.5,20.976472854614258,179.3838653564453,151.15928649902344
806,1844,1971,21.33,240.0,0.0,217.5,22.294965744018555,240.6783905029297,214.70213317871094
807,1845,1971,27.83,210.6,0.0,196.5,28.405731201171875,212.06167602539062,202.5858154296875
808,1846,1971,29.0,341.8,0.0,140.5,28.191986083984375,341.1496887207031,153.75375366210938
809,1847,1971,29.0,344.0,0.0,91.5,28.249656677246094,344.72308349609375,147.64129638671875
810,1848,1971,29.0,344.5,0.0,115.5,28.249656677246094,344.72308349609375,147.64129638671875
811,1849,1971,29.0,345.05,0.0,113.5,28.249656677246094,344.72308349609375,147.64129638671875
812,1850,1971,29.83,160.0,0.0,118.5,29.616790771484375,161.43997192382812,117.09296417236328
813,1851,1971,30.0,220.0,0.0,200.0,31.066909790039062,219.41688537597656,214.57028198242188
814,1852,1971,34.0,164.1,13.33333333,79.33333333,32.79005813598633,165.13160705566406,98.36089324951172
815,1853,1971,36.95,149.82,0.0,191.5,36.3254280090332,150.6285858154297,84.18810272216797
816,1854,1971,39.52,179.5,0.0,109.5,39.04317855834961,179.96914672851562,110.60619354248047
817,1855,1971,39.58,200.0,0.0,116.5,38.239654541015625,198.16775512695312,143.6634063720703
818,1856,1971,44.0,319.0,0.0,97.0,44.223846435546875,319.7846374511719,108.9485855102539
819,1857,1971,50.0,215.0,0.0,141.0,49.04331588745117,214.39288330078125,203.867431640625
820,1858,1971,56.7,309.4,0.0,-30.0,57.20442581176758,308.04901123046875,73.29141998291016
821,1859,1972,-57.73,293.87,5.0,-19.4,-57.08583450317383,294.5,120.41771697998047
822,1860,1972,-55.01,309.93,19.0,3.7,-55.0246467590332,308.8999938964844,62.75486755371094
823,1861,1972,-53.04,310.48,2.0,4.7,-52.854923248291016,308.8999938964844,68.14753723144531
824,1862,1972,-49.52,238.68,0.0,69.0,-50.57574462890625,236.89999389648438,150.70640563964844
825,1863,1972,-48.65,314.01,11.0,35.4,-48.187889099121094,312.5,88.93537902832031
826,1864,1972,-44.97,308.94,16.75,65.075,-45.69465255737305,308.8999938964844,105.05521392822266
827,1865,1972,-44.48,225.17,0.0,68.0,-45.69465255737305,226.10000610351562,176.16366577148438
828,1866,1972,-40.02,222.0,0.0,131.0,-40.42521667480469,222.5,203.91702270507812
829,1867,1972,-39.06,311.45,2.0,91.9,-40.42521667480469,312.5,112.28239440917969
830,1868,1972,-37.18,220.43,0.0,187.0,-37.68043899536133,218.89999389648438,207.49258422851562
831,1869,1972,-35.93,190.0,0.0,125.3,-34.896331787109375,190.10000610351562,109.76028442382812
832,1870,1972,-32.97,317.49,20.0,133.2,-32.10926055908203,316.1000061035156,178.97784423828125
833,1871,1972,-32.0,309.0,0.0,199.3,-32.10926055908203,308.8999938964844,169.36373901367188
834,1872,1972,-31.83,309.25,0.0,137.3,-32.10926055908203,308.8999938964844,169.36373901367188
835,1873,1972,-31.42,210.0,0.0,147.3,-32.10926055908203,211.6999969482422,190.27423095703125
836,1874,1972,-30.83,216.22,0.0,182.0,-32.10926055908203,215.3000030517578,196.71762084960938
837,1875,1972,-27.0,322.98,15.0,148.4,-26.701988220214844,323.29998779296875,208.15968322753906
838,1876,1972,-25.35,211.58,0.0,169.0,-24.17027473449707,211.6999969482422,183.62998962402344
839,1877,1972,-25.03,230.0,0.0,161.3,-24.17027473449707,229.6999969482422,197.41964721679688
840,1878,1972,-24.15,230.53,0.0,176.0,-24.17027473449707,229.6999969482422,197.41964721679688
841,1880,1972,-22.0,153.0,0.0,112.5,-21.80089569091797,154.10000610351562,105.3966293334961
842,1881,1972,-21.37,210.93,0.0,161.0,-21.80089569091797,211.6999969482422,168.9219512939453
843,1882,1972,-21.23,200.18,18.0,154.4,-21.80089569091797,200.89999389648438,164.54840087890625
844,1883,1972,-21.01,327.0,25.0,137.7,-21.80089569091797,326.8999938964844,201.75445556640625
845,1884,1972,-19.95,230.73,0.0,157.0,-19.614822387695312,229.6999969482422,135.3383026123047
846,1886,1972,-15.87,231.6,0.0,74.0,-15.81311321258545,233.3000030517578,92.34130096435547
847,1887,1972,-15.05,330.48,20.0,111.1,-15.81311321258545,330.5,143.9684600830078
848,1888,1972,-13.95,231.88,0.0,57.0,-14.183194160461426,233.3000030517578,79.90312194824219
849,1889,1972,-13.88,250.0,0.0,83.3,-14.183194160461426,251.3000030517578,81.65097045898438
850,1890,1972,-10.02,232.63,0.0,31.0,-10.189502716064453,233.3000030517578,50.97126770019531
851,1891,1972,-9.53,160.2,0.0,107.45,-9.09841251373291,161.3000030517578,76.90238952636719
852,1892,1972,-9.0,160.0,14.0,92.0,-9.09841251373291,161.3000030517578,76.90238952636719
853,1893,1972,-8.03,232.98,0.0,25.0,-8.100461959838867,233.3000030517578,39.387939453125
854,1894,1972,-7.93,331.8,6.0,94.3,-8.100461959838867,330.5,112.08224487304688
855,1895,1972,-6.1,233.38,0.0,25.0,-6.330501556396484,233.3000030517578,31.262039184570312
856,1896,1972,-5.1,327.07,0.0,86.3,-4.788410186767578,326.8999938964844,129.28866577148438
857,1897,1972,-5.0,327.0,0.0,80.3,-4.788410186767578,326.8999938964844,129.28866577148438
858,1898,1972,-4.0,331.0,5.0,83.0,-4.080315113067627,330.5,92.38493347167969
859,1900,1972,-2.03,234.12,0.0,28.0,-2.1236491203308105,233.3000030517578,23.702621459960938
860,1901,1972,-1.0,270.5,0.0,37.0,-0.9016284346580505,269.29998779296875,10.599017143249512
861,1902,1972,-0.5,166.0,14.0,75.72727273,-0.3001483976840973,164.89999389648438,86.00938415527344
862,1903,1972,-0.5,270.0,1.0,25.3,-0.3001483976840973,269.29998779296875,12.228131294250488
863,1904,1972,-0.15,234.47,0.0,39.0,-0.3001483976840973,233.3000030517578,25.00748634338379
864,1906,1972,3.95,321.48,5.0,107.8,4.04409122467041,319.7000427246094,119.7519302368164
865,1907,1972,7.57,236.32,0.0,79.0,7.192424297332764,236.90513610839844,49.70991516113281
866,1908,1972,9.0,250.0,0.0,114.0,9.083001136779785,251.3099822998047,49.95834732055664
867,1909,1972,10.07,236.82,0.0,119.0,10.243146896362305,236.91517639160156,65.2302474975586
868,1910,1972,11.63,237.45,0.0,39.0,11.471701622009277,236.9215545654297,74.14186096191406
869,1911,1972,12.03,309.01,5.0,132.3,12.480552673339844,308.9064025878906,147.26113891601562
870,1912,1972,14.0,237.0,0.0,97.3,14.360384941101074,236.94351196289062,104.86734008789062
871,1913,1972,16.27,238.0,0.0,114.0,16.062044143676758,236.96200561523438,137.28201293945312
872,1914,1972,17.0,338.0,0.0,19.3,17.25181007385254,337.6767578125,100.4394302368164
873,1915,1972,17.07,338.0,0.0,68.3,17.25181007385254,337.6767578125,100.4394302368164
874,1916,1972,18.0,205.0,0.0,171.3,18.407394409179688,204.58250427246094,154.739501953125
875,1917,1972,19.97,239.15,0.0,189.0,20.000438690185547,240.625,213.72222900390625
876,1918,1972,21.0,240.8,0.0,173.3,20.000438690185547,240.625,213.72222900390625
877,1919,1972,21.0,306.0,17.0,164.7,21.248437881469727,305.346435546875,204.0587615966797
878,1920,1972,21.85,239.62,0.0,196.0,22.294965744018555,240.6783905029297,218.50454711914062
879,1921,1972,23.8,240.13,0.0,202.0,24.775358200073242,240.7533721923828,204.63108825683594
880,1922,1972,25.0,175.0,0.0,169.3,26.373228073120117,175.8603515625,171.49221801757812
881,1923,1972,25.83,210.0,0.0,195.3,25.675493240356445,208.35023498535156,202.84437561035156
882,1924,1972,26.92,180.3,0.0,168.3,26.313343048095703,179.4741973876953,172.85621643066406
883,1925,1972,27.0,306.47,10.0,185.7,28.143566131591797,305.42340087890625,152.4554443359375
884,1926,1972,29.0,159.0,0.0,133.3,29.655780792236328,157.8155517578125,120.0703353881836
885,1927,1972,29.0,344.83,0.0,96.3,28.249656677246094,344.72308349609375,153.76806640625
886,1928,1972,29.48,159.7,0.0,149.3,29.616790771484375,161.43997192382812,122.74288940429688
887,1929,1972,30.0,220.0,0.0,250.0,31.066909790039062,219.41688537597656,213.57821655273438
888,1930,1972,35.0,312.0,0.0,123.0,34.936241149902344,312.6563415527344,95.09468078613281
889,1931,1972,35.98,312.99,10.0,150.0,34.936241149902344,312.6563415527344,95.09468078613281
890,1932,1972,42.0,317.97,10.0,123.2,42.61457061767578,316.3145751953125,87.69202423095703
891,1933,1972,44.0,319.0,0.0,136.0,44.223846435546875,319.7846374511719,107.2845458984375
892,1934,1972,51.03,316.98,0.0,63.6,50.999534606933594,316.603515625,94.19274139404297
893,1935,1972,56.7,309.4,10.0,206.0,57.20442581176758,308.04901123046875,71.751953125
894,1936,1972,56.94,317.44,5.0,49.3,56.7071533203125,317.00140380859375,62.062381744384766
895,1937,1972,60.41,341.38,7.0,47.5,61.10885238647461,342.0885925292969,115.21136474609375
896,1938,1972,63.53,324.77,18.0,32.45,63.66758346557617,325.0108337402344,80.7636947631836
897,1939,1972,64.2,354.43,17.5,51.0,64.34556579589844,354.00274658203125,62.75963592529297
898,1940,1972,65.93,332.55,7.0,67.6,66.03025817871094,332.7691650390625,57.78980255126953
899,1941,1972,70.0,359.99,17.0,66.45,69.6817855834961,359.4473876953125,83.72366333007812
900,1942,1972,74.93,358.88,22.0,21.35,74.57251739501953,358.9105224609375,101.67681884765625
901,1944,1973,-57.73,293.87,5.0,-19.4,-57.08583450317383,294.5,119.17913055419922
902,1945,1973,-56.43,4.51,18.66666667,-55.2,-57.08583450317383,2.9000000953674316,-43.11370849609375
903,1946,1973,-56.26,335.08,12.0,-62.5,-57.08583450317383,334.1000061035156,63.6397590637207
904,1947,1973,-55.01,309.93,19.0,3.7,-55.0246467590332,308.8999938964844,58.279273986816406
905,1948,1973,-53.04,310.48,2.0,4.7,-52.854923248291016,308.8999938964844,64.11444854736328
906,1949,1973,-49.57,11.47,19.0,18.6,-50.57574462890625,10.100000381469727,96.29022979736328
907,1950,1973,-49.0,60.97,0.0,-17.0,-48.187889099121094,60.5,115.59927368164062
908,1951,1973,-47.08,75.78,0.0,44.0,-48.187889099121094,74.9000015258789,72.55029296875
909,1952,1973,-46.9,58.18,0.0,41.0,-45.69465255737305,56.900001525878906,133.97335815429688
910,1954,1973,-46.18,14.61,3.0,63.7,-45.69465255737305,13.699999809265137,128.53932189941406
911,1955,1973,-42.83,174.42,0.0,77.2,-43.10301971435547,175.6999969482422,175.6150665283203
912,1956,1973,-41.77,18.45,3.0,89.8,-43.10301971435547,17.299999237060547,139.318115234375
913,1957,1973,-38.7,50.62,0.0,90.0,-37.68043899536133,49.70000076293945,113.5303955078125
914,1958,1973,-38.3,19.4,6.0,136.2,-37.68043899536133,20.899999618530273,105.19290161132812
915,1959,1973,-35.73,180.0,0.0,88.2,-34.896331787109375,179.3000030517578,115.32783508300781
916,1960,1973,-31.0,61.85,0.0,115.5,-32.10926055908203,60.5,111.5814437866211
917,1961,1973,-29.2,210.0,0.0,149.2,-29.362506866455078,211.6999969482422,189.11802673339844
918,1962,1973,-26.8,48.65,0.0,114.0,-26.701988220214844,49.70000076293945,153.1168212890625
919,1963,1973,-24.0,8.5,3.0,74.4,-24.17027473449707,10.100000381469727,73.62830352783203
920,1964,1973,-24.0,153.0,0.0,113.5,-24.17027473449707,154.10000610351562,110.64994049072266
921,1966,1973,-22.0,153.0,0.0,105.3,-21.80089569091797,154.10000610351562,107.69867706298828
922,1967,1973,-21.23,200.18,18.0,150.5,-21.80089569091797,200.89999389648438,163.4448699951172
923,1968,1973,-20.5,61.97,0.0,80.0,-19.614822387695312,60.5,140.21873474121094
924,1969,1973,-19.37,240.0,0.0,139.2,-19.614822387695312,240.5,137.5682373046875
925,1970,1973,-19.1,240.6,0.0,171.2,-19.614822387695312,240.5,137.5682373046875
926,1972,1973,-15.08,55.52,0.0,97.0,-15.81311321258545,56.900001525878906,123.53515625
927,1973,1973,-12.0,2.0,26.0,60.25,-11.389202117919922,2.9000000953674316,57.155845642089844
928,1974,1973,-9.53,160.2,0.0,102.25,-9.09841251373291,161.3000030517578,80.927490234375
929,1975,1973,-9.0,160.0,14.0,99.11111111,-9.09841251373291,161.3000030517578,80.927490234375
930,1976,1973,-4.57,179.0,10.0,85.5,-4.788410186767578,179.3000030517578,64.18883514404297
931,1978,1973,-1.0,270.5,0.0,33.5,-0.9016284346580505,269.29998779296875,16.15178680419922
932,1979,1973,-0.5,166.0,14.0,91.63636364,-0.3001483976840973,164.89999389648438,90.8924331665039
933,1980,1973,-0.5,270.0,1.0,6.833333333,-0.3001483976840973,269.29998779296875,17.02010726928711
934,1982,1973,0.0,179.0,10.0,71.9,-0.3001483976840973,179.3000030517578,69.58830261230469
935,1983,1973,2.01,345.98,17.33333333,78.0,2.1141772270202637,344.8999328613281,121.07408142089844
936,1984,1973,4.56,179.0,27.5,88.3,4.835183620452881,179.30093383789062,83.46676635742188
937,1985,1973,5.88,187.99,23.33333333,82.2,5.594620227813721,186.50167846679688,70.21891784667969
938,1986,1973,9.0,310.0,0.0,146.0,8.955761909484863,308.9022521972656,133.1360321044922
939,1987,1973,9.0,320.0,0.0,138.0,8.951050758361816,319.7003173828125,141.15655517578125
940,1988,1973,10.98,339.48,18.66666667,46.73333333,11.194469451904297,337.6941833496094,85.64054870605469
941,1989,1973,12.0,300.6,0.0,126.0,12.49472427368164,301.7099609375,134.55606079101562
942,1990,1973,12.88,173.47,23.33333333,132.13333329999998,13.223087310791016,172.11639404296875,91.54653930664062
943,1991,1973,13.5,309.1,0.0,104.0,13.9097318649292,308.9090576171875,161.83316040039062
944,1992,1973,14.11,181.37,23.33333333,145.0333333,14.79153060913086,182.93028259277344,101.98998260498047
945,1993,1973,16.76,198.67,25.0,147.0,16.48573875427246,197.3537139892578,133.43775939941406
946,1994,1973,16.97,240.0,0.0,114.2,16.021785736083984,240.561279296875,129.14419555664062
947,1995,1973,18.0,311.9,0.0,172.0,17.229398727416992,312.51300048828125,192.29794311523438
948,1996,1973,18.1,321.8,0.0,142.0,17.219730377197266,323.2973937988281,167.83236694335938
949,1997,1973,20.0,295.2,0.0,151.0,19.2415771484375,294.5538635253906,176.69784545898438
950,1998,1973,23.0,298.0,0.0,26.0,23.533720016479492,298.19317626953125,197.0692901611328
951,1999,1973,23.0,315.0,0.0,180.0,23.406553268432617,316.1218566894531,179.01754760742188
952,2000,1973,23.5,240.0,0.0,191.2,22.294965744018555,240.6783905029297,216.82667541503906
953,2001,1973,23.5,305.0,0.0,165.0,23.464200973510742,305.3651123046875,193.65489196777344
954,2002,1973,23.95,240.0,0.0,196.2,24.775358200073242,240.7533721923828,202.20065307617188
955,2003,1973,24.99,170.08,23.33333333,181.3333333,23.654619216918945,168.5904998779297,172.2331085205078
956,2004,1973,25.33,210.0,0.0,187.2,25.675493240356445,208.35023498535156,200.0864715576172
957,2005,1973,26.18,239.4,0.0,152.2,27.406986236572266,240.8566131591797,178.5651397705078
958,2006,1973,27.2,325.7,0.0,172.0,28.055570602416992,326.8586120605469,141.59930419921875
959,2007,1973,28.03,334.0,30.0,123.5,28.104589462280273,334.0037536621094,156.70729064941406
960,2008,1973,29.77,150.0,0.0,206.2,29.710796356201172,150.5649871826172,125.78487396240234
961,2009,1973,30.0,220.0,0.0,208.5,31.066909790039062,219.41688537597656,209.9882354736328
962,2010,1973,30.17,180.0,0.0,189.2,29.31395721435547,179.54881286621094,146.69024658203125
963,2011,1973,30.57,170.64,25.0,164.35,29.45580291748047,172.30838012695312,140.4084014892578
964,2012,1973,30.68,321.03,2.0,138.9,30.38763427734375,319.718505859375,133.4327392578125
965,2013,1973,30.97,191.53,18.0,186.6,32.159278869628906,190.52259826660156,129.86874389648438
966,2014,1973,31.38,209.97,13.0,178.4,31.508520126342773,208.59852600097656,173.97511291503906
967,2015,1973,32.03,160.0,0.0,167.2,32.846900939941406,161.49815368652344,109.75110626220703
968,2016,1973,32.03,183.0,20.0,145.2,32.37779998779297,183.27708435058594,119.02082061767578
969,2017,1973,32.62,161.93,50.0,150.4,32.846900939941406,161.49815368652344,109.75110626220703
970,2018,1973,32.65,209.2,0.0,226.2,31.508520126342773,208.59852600097656,173.97511291503906
971,2019,1973,32.7,330.1,0.0,131.0,32.721805572509766,330.37860107421875,123.19708251953125
972,2020,1973,33.08,180.0,0.0,109.2,32.4763069152832,179.65138244628906,115.69416809082031
973,2021,1973,33.1,220.43,15.0,205.7,34.039676666259766,219.6116485595703,193.9525604248047
974,2022,1973,33.27,303.45,3.0,127.8,32.890464782714844,301.965576171875,126.44505310058594
975,2023,1973,33.93,179.67,0.0,145.2,32.4763069152832,179.65138244628906,115.69416809082031
976,2024,1973,34.13,160.0,0.0,114.2,32.846900939941406,161.49815368652344,109.75110626220703
977,2025,1973,34.18,232.11,2.0,188.6,33.48286437988281,230.4069061279297,240.18812561035156
978,2026,1973,34.26,141.97,20.0,131.7,32.990970611572266,143.31851196289062,119.90594482421875
979,2027,1973,34.32,160.43,0.0,129.2,32.846900939941406,161.49815368652344,109.75110626220703
980,2028,1973,34.93,210.0,0.0,159.2,34.57255554199219,208.7887420654297,161.2224578857422
981,2029,1973,34.97,151.84,8.0,163.2,36.3254280090332,150.6285858154297,95.64423370361328
982,2030,1973,40.03,180.0,0.0,97.2,39.04317855834961,179.96914672851562,112.6514663696289
983,2031,1973,40.17,160.5,10.0,83.6,39.57349395751953,161.6794891357422,79.62525177001953
984,2032,1973,41.57,160.0,0.0,75.2,42.95186233520508,161.81199645996094,123.76952362060547
985,2033,1973,44.0,319.0,0.0,106.0,44.223846435546875,319.7846374511719,104.62737274169922
986,2034,1973,44.61,183.16,6.0,67.85,45.376739501953125,184.1725616455078,156.95750427246094
987,2035,1973,50.0,215.0,0.0,204.0,49.04331588745117,214.39288330078125,200.7566680908203
988,2036,1973,50.45,183.42,19.0,62.5,51.515647888183594,185.02056884765625,149.10269165039062
989,2037,1973,53.11,182.69,20.0,13.7,54.67898178100586,181.81773376464844,139.90199279785156
990,2038,1974,-71.7,173.3,0.0,-78.0,-71.91938018798828,172.10000610351562,-142.22496032714844
991,2039,1974,-69.3,186.5,5.0,-76.4,-68.88822937011719,186.5,-103.36261749267578
992,2040,1974,-58.02,186.0,10.0,16.1,-57.08583450317383,186.5,63.254119873046875
993,2041,1974,-57.52,169.78,10.0,44.7,-57.08583450317383,168.5,38.763641357421875
994,2042,1974,-52.58,181.97,23.33333333,56.43333333,-52.854923248291016,182.89999389648438,82.45098876953125
995,2044,1974,-46.38,171.42,0.0,66.1,-45.69465255737305,172.10000610351562,157.60397338867188
996,2045,1974,-44.95,193.34,10.0,79.5,-45.69465255737305,193.6999969482422,148.16546630859375
997,2046,1974,-43.01,230.05,10.0,110.3,-43.10301971435547,229.6999969482422,190.3820037841797
998,2047,1974,-38.38,189.93,21.0,109.7,-37.68043899536133,190.10000610351562,97.26762390136719
999,2048,1974,-35.87,180.0,0.0,110.1,-34.896331787109375,179.3000030517578,116.08660125732422
1000,2049,1974,-35.7,180.0,0.0,100.1,-34.896331787109375,179.3000030517578,116.08660125732422
1001,2050,1974,-33.34,231.6,3.0,171.1,-32.10926055908203,233.3000030517578,224.22265625
1002,2051,1974,-32.83,196.37,10.0,139.2,-32.10926055908203,197.3000030517578,150.20477294921875
1003,2052,1974,-29.5,210.0,0.0,156.15,-29.362506866455078,211.6999969482422,186.29539489746094
1004,2053,1974,-29.33,210.0,0.0,200.1,-29.362506866455078,211.6999969482422,186.29539489746094
1005,2054,1974,-26.96,202.84,10.0,159.3,-26.701988220214844,204.5,177.96694946289062
1006,2055,1974,-24.0,153.0,0.0,123.2,-24.17027473449707,154.10000610351562,112.26582336425781
1007,2056,1974,-23.96,185.48,7.5,137.55,-24.17027473449707,186.5,149.892333984375
1008,2057,1974,-23.63,232.85,50.0,141.4,-24.17027473449707,233.3000030517578,203.32742309570312
1009,2058,1974,-23.01,213.93,10.0,155.2,-24.17027473449707,215.3000030517578,184.2465362548828
1010,2060,1974,-22.0,153.0,0.0,123.1,-21.80089569091797,154.10000610351562,109.41195678710938
1011,2061,1974,-21.23,200.18,18.0,152.8,-21.80089569091797,200.89999389648438,161.03041076660156
1012,2062,1974,-19.75,240.0,0.0,141.1,-19.614822387695312,240.5,138.58926391601562
1013,2063,1974,-19.5,240.0,0.0,125.1,-19.614822387695312,240.5,138.58926391601562
1014,2064,1974,-19.43,240.0,0.0,147.2,-19.614822387695312,240.5,138.58926391601562
1015,2066,1974,-16.7,192.94,25.0,132.0,-15.81311321258545,193.6999969482422,102.19847869873047
1016,2067,1974,-10.18,190.03,25.0,97.5,-10.189502716064453,190.10000610351562,71.19953918457031
1017,2068,1974,-9.53,160.2,0.0,117.45,-9.09841251373291,161.3000030517578,84.5447769165039
1018,2069,1974,-9.0,160.0,14.0,103.625,-9.09841251373291,161.3000030517578,84.5447769165039
1019,2070,1974,-4.63,234.87,18.0,40.6,-4.788410186767578,233.3000030517578,36.60249710083008
1020,2071,1974,-4.57,179.0,10.0,85.5,-4.788410186767578,179.3000030517578,69.71776580810547
1021,2073,1974,-0.5,166.0,14.0,83.36363636,-0.3001483976840973,164.89999389648438,95.12091064453125
1022,2074,1974,-0.5,270.0,1.0,11.6,-0.3001483976840973,269.29998779296875,21.933197021484375
1023,2076,1974,0.0,179.0,10.0,71.9,-0.3001483976840973,179.3000030517578,75.84690856933594
1024,2077,1974,0.06,235.43,10.0,72.6,0.30010953545570374,236.89999389648438,37.23716735839844
1025,2078,1974,4.56,179.0,5.0,87.4,4.835183620452881,179.30093383789062,88.4238510131836
1026,2079,1974,4.85,235.92,5.0,61.2,4.787956714630127,236.9014892578125,49.63147735595703
1027,2080,1974,16.52,237.01,10.0,130.3,16.062044143676758,236.96200561523438,135.64956665039062
1028,2081,1974,24.77,239.5,0.0,185.1,24.775358200073242,240.7533721923828,198.89712524414062
1029,2082,1974,26.12,240.0,0.0,205.1,24.775358200073242,240.7533721923828,198.89712524414062
1030,2083,1974,28.51,238.51,5.0,194.6,27.532854080200195,237.26235961914062,221.32945251464844
1031,2084,1974,30.0,220.0,0.0,232.0,31.066909790039062,219.41688537597656,205.22332763671875
1032,2085,1974,33.73,209.8,0.0,142.1,34.57255554199219,208.7887420654297,158.4451141357422
1033,2086,1974,34.07,210.0,0.0,178.1,34.57255554199219,208.7887420654297,158.4451141357422
1034,2087,1974,34.12,158.67,0.0,80.1,32.89461135864258,157.86361694335938,114.95161437988281
1035,2088,1974,37.28,180.2,0.0,24.1,35.7398681640625,179.7889862060547,101.54175567626953
1036,2091,1975,-41.45,150.0,0.0,81.0,-40.42521667480469,150.5,149.36578369140625
1037,2092,1975,-36.67,180.0,0.0,93.0,-37.68043899536133,179.3000030517578,106.34017181396484
1038,2093,1975,-35.85,180.0,0.0,81.0,-34.896331787109375,179.3000030517578,117.82408142089844
1039,2094,1975,-29.07,210.0,0.0,132.0,-29.362506866455078,211.6999969482422,183.1563720703125
1040,2096,1975,-22.0,153.0,0.0,124.6,-21.80089569091797,154.10000610351562,111.77527618408203
1041,2097,1975,-21.23,200.18,18.0,149.33333330000005,-21.80089569091797,200.89999389648438,158.21885681152344
1042,2098,1975,-20.0,240.0,0.0,138.0,-19.614822387695312,240.5,138.13507080078125
1043,2099,1975,-19.75,240.0,0.0,136.0,-19.614822387695312,240.5,138.13507080078125
1044,2101,1975,-9.53,160.2,0.0,120.8,-9.09841251373291,161.3000030517578,88.55557250976562
1045,2102,1975,-9.0,160.0,14.0,103.1,-9.09841251373291,161.3000030517578,88.55557250976562
1046,2104,1975,-0.5,166.0,14.0,85.0,-0.3001483976840973,164.89999389648438,98.91974639892578
1047,2105,1975,-0.5,270.0,1.0,5.4,-0.3001483976840973,269.29998779296875,27.105213165283203
1048,2107,1975,26.03,238.6,0.0,179.0,24.876808166503906,237.1571807861328,230.23020935058594
1049,2108,1975,34.57,185.6,0.0,118.0,35.49346923828125,187.05699157714844,113.35968780517578
1050,2109,1975,50.0,215.0,0.0,159.0,49.04331588745117,214.39288330078125,190.91737365722656
1051,2110,1976,-40.13,65.05,0.0,100.9,-40.42521667480469,64.0999984741211,116.00350952148438
1052,2111,1976,-39.98,180.0,0.0,88.9,-40.42521667480469,179.3000030517578,91.88866424560547
1053,2112,1976,-39.68,210.0,0.0,149.9,-40.42521667480469,211.6999969482422,171.2272186279297
1054,2113,1976,-38.37,178.57,0.0,123.9,-37.68043899536133,179.3000030517578,108.1229476928711
1055,2114,1976,-36.73,160.0,0.0,145.9,-37.68043899536133,161.3000030517578,111.05715942382812
1056,2115,1976,-36.65,160.0,0.0,113.9,-37.68043899536133,161.3000030517578,111.05715942382812
1057,2116,1976,-30.0,107.33,0.0,142.4,-29.362506866455078,107.30000305175781,185.3197784423828
1058,2117,1976,-30.0,108.37,0.0,165.9,-29.362506866455078,107.30000305175781,185.3197784423828
1059,2118,1976,-29.95,14.42,0.0,101.9,-29.362506866455078,13.699999809265137,100.60369873046875
1060,2119,1976,-29.02,240.0,0.0,158.9,-29.362506866455078,240.5,229.314208984375
1061,2121,1976,-22.0,153.0,0.0,136.1,-21.80089569091797,154.10000610351562,114.32170867919922
1062,2122,1976,-21.23,200.18,18.0,150.25,-21.80089569091797,200.89999389648438,156.3296356201172
1063,2123,1976,-18.17,91.0,0.0,118.9,-17.619958877563477,89.30000305175781,135.10000610351562
1064,2125,1976,-15.18,2.13,0.0,54.9,-15.81311321258545,2.9000000953674316,52.417518615722656
1065,2126,1976,-15.0,88.7,0.0,159.9,-15.81311321258545,89.30000305175781,133.4501495361328
1066,2127,1976,-9.53,160.2,0.0,127.05,-9.09841251373291,161.3000030517578,92.5802001953125
1067,2128,1976,-9.0,160.0,14.0,105.6666667,-9.09841251373291,161.3000030517578,92.5802001953125
1068,2130,1976,-0.5,166.0,14.0,99.5,-0.3001483976840973,164.89999389648438,102.47433471679688
1069,2131,1976,-0.5,270.0,1.0,41.66666667,-0.3001483976840973,269.29998779296875,32.55963134765625
1070,2133,1976,0.08,350.95,0.0,75.9,0.29979512095451355,352.1000061035156,112.90478515625
1071,2134,1976,17.08,342.18,0.0,67.9,17.267690658569336,341.2717590332031,107.74016571044922
1072,2135,1976,30.42,345.75,0.0,120.9,30.63460350036621,344.662353515625,170.7080535888672
1073,2136,1976,46.0,352.5,0.0,75.4,45.54838562011719,354.074462890625,188.31539916992188
1074,2137,1977,-40.78,206.0,0.0,136.7,-40.42521667480469,204.5,149.08718872070312
1075,2138,1977,-40.37,68.0,0.0,69.7,-40.42521667480469,67.69999694824219,117.7926025390625
1076,2139,1977,-40.07,66.67,0.0,122.7,-40.42521667480469,67.69999694824219,117.7926025390625
1077,2140,1977,-40.0,36.0,0.0,134.7,-40.42521667480469,35.29999923706055,133.72708129882812
1078,2141,1977,-37.75,107.55,0.0,126.7,-37.68043899536133,107.30000305175781,150.44737243652344
1079,2142,1977,-37.67,105.0,0.0,129.7,-37.68043899536133,103.69999694824219,144.3562469482422
1080,2143,1977,-36.3,63.3,0.0,83.7,-37.68043899536133,64.0999984741211,110.9610824584961
1081,2144,1977,-32.28,16.48,0.0,79.7,-32.10926055908203,17.299999237060547,114.4410400390625
1082,2145,1977,-32.0,65.0,0.0,136.7,-32.10926055908203,64.0999984741211,124.06993103027344
1083,2146,1977,-31.72,65.5,0.0,121.7,-32.10926055908203,64.0999984741211,124.06993103027344
1084,2147,1977,-31.6,60.5,0.0,121.7,-32.10926055908203,60.5,126.68323516845703
1085,2148,1977,-31.4,41.53,0.0,110.7,-32.10926055908203,42.5,146.3198699951172
1086,2149,1977,-30.0,66.2,0.0,121.7,-29.362506866455078,67.69999694824219,148.1881103515625
1087,2150,1977,-30.0,85.0,0.0,129.7,-29.362506866455078,85.69999694824219,165.8341827392578
